set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,DataVizCentralityFreelance,ToolsChoiceFreelance,ToolsUnchoiceProblemsFreelance_,ToolsUnchoiceProblemsFreelance_PoorCustomization,ToolsUnchoiceProblemsFreelance_MisfitForTask,ToolsUnchoiceProblemsFreelance_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsFreelance_PerformanceIssues,ToolsUnchoiceProblemsFreelance_HardToLearn,ToolsUnchoiceProblemsFreelance_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsFreelance_SharingLimits,ToolsUnchoiceProblemsFreelance_SecurityOrGovernance,ToolsUnchoiceProblemsFreelance_PoorUXUIAccessibility,ToolsUnchoiceProblemsFreelance_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsFreelance_Other__,DataVizCentralityEmployee,ToolsChoiceEmployee,ToolsUnchoiceProblemsEmployee_,ToolsUnchoiceProblemsEmployee_PoorCustomization,ToolsUnchoiceProblemsEmployee_MisfitForTask,ToolsUnchoiceProblemsEmployee_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsEmployee_PerformanceIssues,ToolsUnchoiceProblemsEmployee_HardToLearn,ToolsUnchoiceProblemsEmployee_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsEmployee_SharingLimits,ToolsUnchoiceProblemsEmployee_SecurityOrGovernance,ToolsUnchoiceProblemsEmployee_PoorUXUIAccessibility,ToolsUnchoiceProblemsEmployee_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsEmployee_Other__,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_,ChartsUsed_Line,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Scatterplot,ChartsUsed_Histogram,ChartsUsed_Boxplot,ChartsUsed_DotPlot,ChartsUsed_Hexbin,ChartsUsed_Heatmap,ChartsUsed_Infographic,ChartsUsed_Pictorial,ChartsUsed_Treemap,ChartsUsed_Dendrogram,ChartsUsed_Network,ChartsUsed_Waffle,ChartsUsed_Flow,ChartsUsed_3D,ChartsUsed_VRorAR,ChartsUsed_BeeSwarm,ChartsUsed_ForceDirected,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_combined,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
sLND,EmployeeAND,11-15,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
fjcK,Freelance,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ozNE,Employee,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,10,x,x,[^not chosen],x,x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Oracle Analytics,[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],3,x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
hHNF,Employee,11-15,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,x,x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],6,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],Never,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],python,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
nmmS,Employee,1-5,[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
cIPk,Employee,11-15,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
GmVX,Employee,1-5,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,20–99 employees,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Other Independent Contractors,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
NbHN,Employee,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Fewer than 20 employees,8,x,x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,powerpoint;,"PowerPoint, Excel, Canva",0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],5,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen]
Dnhn,Employee,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
iAgb,Employee,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
